,target,id,date,flag,user,text
403530,0,2058193764,Sat Jun 06 14:27:13 PDT 2009,NO_QUERY,StyleNBeautyDoc,On the bus back to NYC. Why did I get the bus with all the hyperactive teenagers??? Grrrr. Will I last 4 hrs of this? 
514017,0,2190522376,Tue Jun 16 02:58:29 PDT 2009,NO_QUERY,ouijabored,Animal Cops = sad. Animal Cops special on hoarders = possibly saddest thing EVER. 
231416,0,1978959682,Sun May 31 01:05:05 PDT 2009,NO_QUERY,spaaluhi,Misses her family more than ever 
190494,0,1969369042,Fri May 29 23:49:12 PDT 2009,NO_QUERY,voutcast,i need to finish the ad clip. and finally need to launch that ION project! someone empower me i feel sucked and jaded! 
279213,0,1991728494,Mon Jun 01 07:33:35 PDT 2009,NO_QUERY,klc23mom,"@thesiegster wow, that is amazing.  Good job man.  I joined your challenge today, I posted a reply but I don't see it on the list.. "
659671,0,2242236197,Fri Jun 19 11:56:30 PDT 2009,NO_QUERY,beckyhope,Trying to revise for my piano theory exam tomorrow 
239814,0,1980700991,Sun May 31 07:27:08 PDT 2009,NO_QUERY,Superkiz81,Am now making 'Can You Guess the Sound?' idents. This is crap. I'd much rather be outside in the sun. 
372553,0,2050768522,Fri Jun 05 19:15:30 PDT 2009,NO_QUERY,leewaters,"@lostinmiami Yeah, but I don't have money or interested friends to go with.  Looks fun, though.  Same place as Comic-Con."
143618,0,1881768445,Fri May 22 05:30:48 PDT 2009,NO_QUERY,veganluke,"Who is going THIBILS gathering tomorrow? I am, glad I got paid yesterday. @miamii oh baby "
742098,0,2266452717,Sun Jun 21 08:32:01 PDT 2009,NO_QUERY,annavi9,@sabawman sarap naman! even nino has been showing me the update!! i sent na mine back to greenhills 
619083,0,2227787461,Thu Jun 18 13:38:00 PDT 2009,NO_QUERY,rlangdon,"@LauraCarmosino I know! I want to go to everything, but I'm peacing out of the city tomorrow afternoon, so I'll miss most of it "
157794,0,1956459016,Thu May 28 21:55:31 PDT 2009,NO_QUERY,MACfiendd,"awww mann r.I.p kitty  &amp;&amp;&amp; unborn kittens..  man it's not fair, I'm actually bummed..."
754560,0,2288035148,Mon Jun 22 18:37:55 PDT 2009,NO_QUERY,Jonasforealzx3,"the secret life was so good..but a sad ending  going to bed, spanish regents in the morning ughh"
439225,0,2066385294,Sun Jun 07 10:25:13 PDT 2009,NO_QUERY,claremcdonnell,so my tennis skills seem to have vanished now  but just spent a lovely hour reading in the sunny back garden
363853,0,2047975955,Fri Jun 05 14:28:11 PDT 2009,NO_QUERY,Shivvyxx,Today is not my day. 30 times I've been yelled at today. I've cried 4 times. 14 of my schoolfriends hate me. Life sucks Won't get better. 
557013,0,2204417231,Wed Jun 17 02:09:46 PDT 2009,NO_QUERY,amanda_RAWR,Opera Unite Beta Crashes on my Mac  http://bit.ly/ZXLXM
261119,0,1985839129,Sun May 31 17:52:11 PDT 2009,NO_QUERY,karlixpaz,sooo tired  and tomorrow is monday again... what is wrong with me?
347007,0,2016333016,Wed Jun 03 06:35:35 PDT 2009,NO_QUERY,GloriaBell,"Trying so hard not to be negative and snarky this morning, but thinking I may lose this battle today  "
18921,0,1556724869,Sun Apr 19 00:03:03 PDT 2009,NO_QUERY,Natasha_Is,"i hate sundays, bought stuff for the ship  watching an all day marathon of scrubs"
591561,0,2217693111,Wed Jun 17 21:14:22 PDT 2009,NO_QUERY,Hugasaurus,(@mvoronovska) Feeling shitty.  I need a hug or maybe a big pile of money.
449945,0,2069375102,Sun Jun 07 15:45:43 PDT 2009,NO_QUERY,elouisathered,@pw_official This part of Yorkshire does not want the bloody BNP representing me. So upset about this. Disgraceful indeed. 
11838,0,1551546366,Sat Apr 18 09:20:30 PDT 2009,NO_QUERY,gt_p,@Danacea me jealous now 
442223,0,2067215179,Sun Jun 07 11:57:23 PDT 2009,NO_QUERY,Ruthie_L,feeling sorry for myself  will have to bite the bullet and go to doctor tomorrow I think
481170,0,2179545827,Mon Jun 15 09:15:04 PDT 2009,NO_QUERY,xCandyKx,@JamMusic13 I was just asking  I did it .  I GOT MY LAST EXAM B . All three exams are DONE with good grades .I'm so bored  whats shakin?
787480,0,2324907557,Thu Jun 25 04:19:46 PDT 2009,NO_QUERY,ktminami,"@mZfAn yeah, im so bored .. "
619844,0,2228110930,Thu Jun 18 14:02:01 PDT 2009,NO_QUERY,derekharsh,Car over heated. 
576459,0,2211633759,Wed Jun 17 13:05:38 PDT 2009,NO_QUERY,justtjesss,"Well, sonic interview... Best summer ever? "
601144,0,2221078213,Thu Jun 18 04:39:06 PDT 2009,NO_QUERY,fadilahh,my shoulders hurt so bad.. i'm literally placing a 'Salonpas' on my shoulders.. 
725532,0,2262345403,Sat Jun 20 22:20:04 PDT 2009,NO_QUERY,iKarlee,"I hate feeling totally helpless. It bothers me, and I feel like a bad friend "
673015,0,2247351342,Fri Jun 19 18:58:11 PDT 2009,NO_QUERY,imcute519,"@nomysteryleft damn, sidekick fail!  can't wait 4 iphone!!"
553928,0,2203734429,Wed Jun 17 00:24:40 PDT 2009,NO_QUERY,kvocougar09,reading. i've been reading so slowly lately  it makes me sad. must catch up.
156802,0,1956204208,Thu May 28 21:23:33 PDT 2009,NO_QUERY,paigebradford,@hannuhhhx3 hahaha aww  and nope! it was a old text
390523,0,2054701446,Sat Jun 06 07:54:52 PDT 2009,NO_QUERY,brooookeoooo,@jennaleaa hope you're okay sally 
558068,0,2204663643,Wed Jun 17 02:48:43 PDT 2009,NO_QUERY,lrnn,@nmhrbrtsn they're already dying  but I'm making them have more babies
303124,0,1999315349,Mon Jun 01 20:00:30 PDT 2009,NO_QUERY,JayDitto,@nerdsrocket I do not agree with you 
477632,0,2178279122,Mon Jun 15 07:27:54 PDT 2009,NO_QUERY,BeckaKnight222,"is frustrated that bc we don't have the right cable, I can't move anything to my new MBP. I have a pro screen and I can't even edit on it "
446902,0,2068552075,Sun Jun 07 14:16:42 PDT 2009,NO_QUERY,nuriasgossip,Ughh.. what a surprise.. Yasmina looks silly... Kate was supposed to won  FOLLOW ME
770696,0,2302080377,Tue Jun 23 16:18:39 PDT 2009,NO_QUERY,amoelhumornegro,quiero ver eternal sunshine for the spotless mind y no la encuentro! 
329232,0,2011312594,Tue Jun 02 18:49:27 PDT 2009,NO_QUERY,illahDelph,Irritated! Got home and realized that I left my usb cord in my work computer and I so wanted to download brandy-broken hearted  
224194,0,1977361050,Sat May 30 20:48:21 PDT 2009,NO_QUERY,TexasSunshine92,I just watched milk and omg! What a message I cried  I don't understand why people wanna hate and segregate I say we love and accept!
1706,0,1468214335,Tue Apr 07 00:20:20 PDT 2009,NO_QUERY,kkjordan,@martiy ouchies.    have a good day .......and goodnight @SuperTim.
640675,0,2235049627,Fri Jun 19 00:18:53 PDT 2009,NO_QUERY,Fanny_Ingabout,"@DarrenRoberts good thanks, apart from having to go to work today (on overtime)   Ah well.  What are spurrious sports then????"
608696,0,2223444060,Thu Jun 18 08:16:53 PDT 2009,NO_QUERY,peachy_penumbra,@bluemarbl Very selective media coverage?  
552235,0,2203350958,Tue Jun 16 23:32:52 PDT 2009,NO_QUERY,Brodacious_,No time for the sauna 
278663,0,1991585668,Mon Jun 01 07:18:23 PDT 2009,NO_QUERY,becca_jacobs,is sooo warm! leaving newport tomorrow!  xx
761913,0,2297533442,Tue Jun 23 10:33:36 PDT 2009,NO_QUERY,CharlieJaynex,"done her final maths gcse today, was really easy? was it easy coz im smart or easy coz im thick?? a tad worried now  xxx"
140752,0,1881105049,Fri May 22 03:37:03 PDT 2009,NO_QUERY,DJFruitLoops,@SamChampion omg green day are playing a morning free concert  i wish i had known sooner
424836,0,2063191956,Sun Jun 07 01:42:15 PDT 2009,NO_QUERY,K4YLYN,i miss th 
480065,0,2179108181,Mon Jun 15 08:39:19 PDT 2009,NO_QUERY,craftpeople,@ElecGeek when? where? what? 
124288,0,1834082503,Mon May 18 01:33:39 PDT 2009,NO_QUERY,fuzzydragons,@wyndwitch  oh no hope you your GP
418513,0,2061786547,Sat Jun 06 21:36:47 PDT 2009,NO_QUERY,StDAY,@eeshkapeesh STOP. DRIVE. NO TWEETS THAT ENDANGER YOUR BEING! 
760415,0,2296761654,Tue Jun 23 09:35:07 PDT 2009,NO_QUERY,luvxs,I MISS YOU @CarjoBergum ! wish I could be with you in hamaaaar! 
429123,0,2064067789,Sun Jun 07 05:06:44 PDT 2009,NO_QUERY,ettibowen,Jesus. Still awake. Maybe have a smoke then sleep time. 
140900,0,1881139879,Fri May 22 03:44:02 PDT 2009,NO_QUERY,xpromiseimadex,Is soo confused 
744594,0,2267181763,Sun Jun 21 09:45:30 PDT 2009,NO_QUERY,veronica520,Another joe. In the shower w/ me. Behind the sponge. 
256523,0,1984745360,Sun May 31 15:43:25 PDT 2009,NO_QUERY,hollandkorka,It's tomorrow already.  Getting hair and make-up done for the MTV Movie Awards.
208811,0,1973819306,Sat May 30 11:53:49 PDT 2009,NO_QUERY,Ahmaeya,being the ultimate couch potato with Pure de papa...mashed potatos..get it?? no? oh well 
421680,0,2062471985,Sat Jun 06 23:19:51 PDT 2009,NO_QUERY,omglouwtf,Going to get a drink at 2am in a 100+ year old house sucks when ur afraid of the dark 
569318,0,2207911041,Wed Jun 17 08:32:26 PDT 2009,NO_QUERY,katylinbrink,I just rolled over and killed a bird...i feel absolutely horrible...i just killed someones mother! 
487696,0,2182223692,Mon Jun 15 12:53:14 PDT 2009,NO_QUERY,superbritty,Don't feel good.. 
302201,0,1998887993,Mon Jun 01 19:17:18 PDT 2009,NO_QUERY,meechone,Comcast isn't working   I will now rely on random Tweets and @phillies_fg for all my scoring needs.
630942,0,2232155482,Thu Jun 18 19:31:36 PDT 2009,NO_QUERY,ashley_outbreak,"I put my hand under, and it was really hot...  "
428196,0,2063882559,Sun Jun 07 04:26:45 PDT 2009,NO_QUERY,Ponyxx,Wishes breaking up with someone was as easy as deleting them off facebook... Needs all her mates this week 
119596,0,1828069764,Sun May 17 12:01:37 PDT 2009,NO_QUERY,ChezzaDani,@tommcfly Norway  Jade Ewen (UK) came fifth 
685599,0,2250815141,Sat Jun 20 01:34:11 PDT 2009,NO_QUERY,Durrans17,@comedy_dave tought you had it permanantly 
280369,0,1992030599,Mon Jun 01 08:04:54 PDT 2009,NO_QUERY,maryjei,today is soo not a good day. 3 bad things already happened 
450178,0,2069432693,Sun Jun 07 15:52:11 PDT 2009,NO_QUERY,Hooded,@ButterbeanUK I've gotta wake up that time too  Wont go bed for another hour or 2 though haha. Good night bud
760498,0,2296807779,Tue Jun 23 09:38:35 PDT 2009,NO_QUERY,KayCee211,"Just got up, going to occupy myself since i can't swim "
552435,0,2203398146,Tue Jun 16 23:39:08 PDT 2009,NO_QUERY,StephJayyy,"after today,im starting to miss living the dream "
111855,0,1825260492,Sun May 17 05:01:14 PDT 2009,NO_QUERY,mihirlakhani,@aafreen umm ! i didnt know they will repeat the same question set 
627721,0,2231020597,Thu Jun 18 17:56:09 PDT 2009,NO_QUERY,JustEmilyK,Oh my Gardner got knocked out by that wall! I hope he's okay 
573640,0,2209945264,Wed Jun 17 10:59:16 PDT 2009,NO_QUERY,sasa_21,I hope Clare and Katie are up for the pub...been nearly a week 
388112,0,2054163365,Sat Jun 06 06:42:58 PDT 2009,NO_QUERY,Stuarta85,"@digidivaish i would like to, but i gotta go get my Pre and then yard work all day "
360461,0,2046386536,Fri Jun 05 12:06:17 PDT 2009,NO_QUERY,paparatti,"@shreenas - for me, perfection only comes in the form of @alec_empire and @trent_reznor on the same stage. Remember me begging for it  meh"
295938,0,1996992382,Mon Jun 01 16:03:34 PDT 2009,NO_QUERY,LilMissMack0517,UMM W T H...WHERE IS MY PIC AT...COME ON NOW TWITTER 
617352,0,2227022737,Thu Jun 18 12:40:48 PDT 2009,NO_QUERY,nikkivjones,"wow, a decent day for once. Not looking forward to tomorrow, could be  in places. Also, missing you a tad already :\ and, I NEED CREDIT!"
708597,0,2257353009,Sat Jun 20 14:12:08 PDT 2009,NO_QUERY,krystianj,I wish @brocore was here with us 
388404,0,2054225204,Sat Jun 06 06:52:10 PDT 2009,NO_QUERY,jcverdie,"@heavensgame thanks ! found a stream on justintv, but hard with a bad connexion "
767728,0,2300642070,Tue Jun 23 14:24:25 PDT 2009,NO_QUERY,sashasmiles,going to spinning classs.. grr and going to try nd make some money online!!college classes left me broke! 
245620,0,1982048122,Sun May 31 10:25:21 PDT 2009,NO_QUERY,leighannirvine,@Saskiafairy  i'm just puttin on more of the vaseline Aloe Vera moisturiser on. i actually look like a stripey lobster! haha 
709213,0,2257545275,Sat Jun 20 14:30:27 PDT 2009,NO_QUERY,hideawayxx,"@AnnaBanana77 i'm not on facebook, and my phone's dead. i meant to tell you, i can't study. my family's busy. sorry "
455611,0,2071006093,Sun Jun 07 18:40:26 PDT 2009,NO_QUERY,claud_ineee,i'm not so sure if i could watch @metrostation  my mom just started talking to me yesterday.
462446,0,2174694706,Sun Jun 14 23:06:16 PDT 2009,NO_QUERY,Bestycupcake12,I got my nose pierced. It hurts when I yawn. 
206277,0,1973084183,Sat May 30 10:27:14 PDT 2009,NO_QUERY,alexandramason,I woke up with a cold and its SLOWLY going away! I bet @morganjennison got me sick 
148797,0,1883239210,Fri May 22 08:13:56 PDT 2009,NO_QUERY,lemartiste,@buckhollywood omg wasn't the end sooo sad  i'm happy she got the promotion but Molly! and MATT! sooo sad
434482,0,2065197643,Sun Jun 07 08:06:09 PDT 2009,NO_QUERY,BombDiggiddey1,I can so go to bed for an other hour but can't sleep n I'm so tired 
324951,0,2006672572,Tue Jun 02 11:30:49 PDT 2009,NO_QUERY,thomasfinan,@icurl Good luck to you! Miss you man  Please come hom very very soon or I will be forced into early retirement... from life.
301689,0,1998750074,Mon Jun 01 19:03:50 PDT 2009,NO_QUERY,bernardocosta,@doom_cro she can't disclose any details.. so i think there aren't 
14790,0,1553858299,Sat Apr 18 15:24:15 PDT 2009,NO_QUERY,DioNNEmc,Is sOoo over tHis PMS. Where's my time machine?? fast fwd. 2 next week. Plz 
323786,0,2005594760,Tue Jun 02 09:55:17 PDT 2009,NO_QUERY,hottea_,"@bothsides aw man  i would've ttly helped you, my morning was mostly spent inside the bus."
613245,0,2225286730,Thu Jun 18 10:32:12 PDT 2009,NO_QUERY,jeanarie,packing is such a bummer  It's like I'm pulling down all my memories of this house and putting them in boxes.  
167165,0,1961555224,Fri May 29 09:41:01 PDT 2009,NO_QUERY,braves0517,"Ok time to study for bus law and ethics, gotta test today "
397935,0,2056759844,Sat Jun 06 11:44:30 PDT 2009,NO_QUERY,Sophhhsz,Is Doing Homeworkk 
479834,0,2179032679,Mon Jun 15 08:32:59 PDT 2009,NO_QUERY,OliviaSandra,"uploading the schoolmates photos to facebook, all the picture are blur guys! it'll took a long time to upload it my connection really bad "
76139,0,1695498277,Mon May 04 06:17:09 PDT 2009,NO_QUERY,Lisa_shante,this is NOW the worst momemt of my day...not at all a happy camper right now 
415127,0,2060988451,Sat Jun 06 19:58:01 PDT 2009,NO_QUERY,vkrol,11p.Still working.Dh waited til 5p to tell me that MIL's bday is tomorrow.So crocheting until (a) my fingers bleed (b) I fall unconscious 
505799,0,2188483123,Mon Jun 15 21:59:02 PDT 2009,NO_QUERY,jessibessi18,she stabbed her baby over 130 times  this is so freakin sad
260241,0,1985624908,Sun May 31 17:27:53 PDT 2009,NO_QUERY,segisco,"Hills Finale  LC get some sense and go back to ur $60,000/episode! What, u think people r going to buy your clothes??!"
8598,0,1548278631,Fri Apr 17 20:31:10 PDT 2009,NO_QUERY,polmoz,is not happy with his team 
456362,0,2071244553,Sun Jun 07 19:04:38 PDT 2009,NO_QUERY,MaggieHizakata,@webpimp I need you  I'm website retarded again.
363385,0,2047826154,Fri Jun 05 14:14:22 PDT 2009,NO_QUERY,BankyM,"@SammyBanana Chucking it down, right? F*kin schizo British weather.. "
785040,0,2324324691,Thu Jun 25 02:52:31 PDT 2009,NO_QUERY,bubblegarm,"@pinksealight ow no, r u not coming "
24973,0,1558182415,Sun Apr 19 07:32:58 PDT 2009,NO_QUERY,lauraschroeder,@kalore9 I'm so glad! I wish I could have made it to CT for the shower 
16625,0,1555985454,Sat Apr 18 21:16:52 PDT 2009,NO_QUERY,caitliz,I miss game nights... 
135838,0,1879975898,Thu May 21 23:42:39 PDT 2009,NO_QUERY,KatHernandez,@tarheelguice no idea  Fox is really horrible about letting you watch these things online.  Maybe check surfthechannel.com later
626231,0,2230518286,Thu Jun 18 17:13:36 PDT 2009,NO_QUERY,Zack115,My mac might be broken  but i got a hair cut and a new hard shell so its all good... Hopefully
124509,0,1834125698,Mon May 18 01:43:38 PDT 2009,NO_QUERY,stace0528,Is not to happy. Paused Pearl Harbor to do things..started watching it..then my cable decided to have a stupid check..lost PH. 
627735,0,2231023913,Thu Jun 18 17:56:25 PDT 2009,NO_QUERY,anoushkaa,waiit no alex is going 
605559,0,2222301224,Thu Jun 18 06:47:22 PDT 2009,NO_QUERY,OBTN,@cancercures At ASCO they also talked about how survivors of childhood cancer can suffer from post-traumatic stress disorder. 
734200,0,2264496642,Sun Jun 21 04:03:24 PDT 2009,NO_QUERY,Pazzratt,"@therealmeegs Lol I don't really like the guests on Rove tonight , so I couldn't be bothered watching it, lol  Broncos vs Sharks tomorrah!"
165272,0,1960714335,Fri May 29 08:23:40 PDT 2009,NO_QUERY,xsmellycatx,PEOPLE!!! wat the hell is a follower on twitter???? I DONT GET IT!!! 
87738,0,1754588988,Sun May 10 06:46:29 PDT 2009,NO_QUERY,prinxessliah,have to wait for his net connection to be ok.... 
318959,0,2002938595,Tue Jun 02 05:31:20 PDT 2009,NO_QUERY,McScouser,In desperate need of a new job 
111536,0,1825155160,Sun May 17 04:35:05 PDT 2009,NO_QUERY,GaryKiddo,Hangover 
208055,0,1973630522,Sat May 30 11:31:37 PDT 2009,NO_QUERY,paramoreluva,@xxNotLikeThatxx 
198587,0,1971257045,Sat May 30 06:38:52 PDT 2009,NO_QUERY,JenNJuiceeee,Fcukin' dishonest mutha fcuckers!  
669857,0,2246385599,Fri Jun 19 17:31:04 PDT 2009,NO_QUERY,Ruth11j,Im absolutely bored wish there was a bball game on rite now 
268767,0,1989471318,Mon Jun 01 01:40:02 PDT 2009,NO_QUERY,esther_3110,missing my sis very much 
724472,0,2262073680,Sat Jun 20 21:50:27 PDT 2009,NO_QUERY,torrrrx93,sleep then work in the morning 
193688,0,1970127526,Sat May 30 02:33:59 PDT 2009,NO_QUERY,AndrewTindall,had a dream about MCM 
16903,0,1556089443,Sat Apr 18 21:36:40 PDT 2009,NO_QUERY,maj1210,ugh. losing friends was not on my list for spring break. 
337519,0,2014230339,Wed Jun 03 00:51:26 PDT 2009,NO_QUERY,virustricks,@mb_chris I have word press site that is on my domain name but for some reason the domain doesint work on safri only fire fox 
332955,0,2013162853,Tue Jun 02 22:03:04 PDT 2009,NO_QUERY,rockngma_2008,This is an old boyfriend of mine from wayyyy back in the day... He was always drinking and riding... Please pray for the family.. 
325259,0,2007056245,Tue Jun 02 12:04:53 PDT 2009,NO_QUERY,rose_engine,"@rhitgirl I do feel icky, that is a very good word to describe it  What is your other job, the fire department?"
698730,0,2254223385,Sat Jun 20 09:25:07 PDT 2009,NO_QUERY,eldritch48,"@cgretton Make it home ok?  Weather wasn't the best for sight-seeing yesterday, at least in Western OR "
335877,0,2013883472,Tue Jun 02 23:50:37 PDT 2009,NO_QUERY,chelalala,@pattycakesxo And why won't you go to Stratford? 
346598,0,2016224576,Wed Jun 03 06:24:04 PDT 2009,NO_QUERY,gogo_jojo,is hoping for a fit copper but bet he FUGLY  lol
509002,0,2189303834,Mon Jun 15 23:43:25 PDT 2009,NO_QUERY,warrentiley,will have to put in a few hours of work today 
670937,0,2246713517,Fri Jun 19 18:00:50 PDT 2009,NO_QUERY,up2themic,@DrKeokiStarr no I have to get a locksmith  I don't have money for that shit
467192,0,2175726525,Mon Jun 15 01:49:09 PDT 2009,NO_QUERY,lmk_999,Should be against the law to have to go to work on a sunny day 
799340,0,2328944013,Thu Jun 25 10:10:07 PDT 2009,NO_QUERY,alyramckenzie,"@tashi316 F u very much Tashika! I kid I kid, Sowwy "
228753,0,1978329885,Sat May 30 23:02:31 PDT 2009,NO_QUERY,natashabear,I am ridicously bored at my cousins house right now. Home sounds better then ever. Will someone bring me soup and my bestfriend? 
436112,0,2065589383,Sun Jun 07 08:54:20 PDT 2009,NO_QUERY,epicromantic,Yeah pretty ticked off and she wont talk to me. 
264680,0,1986941989,Sun May 31 19:32:53 PDT 2009,NO_QUERY,adecote,No trip to Blake's   Will have to save my ridiculousness for next year.
302214,0,1998890045,Mon Jun 01 19:17:31 PDT 2009,NO_QUERY,lilwingnut_93,is getting a root canal wednesday 
466682,0,2175612815,Mon Jun 15 01:29:12 PDT 2009,NO_QUERY,grahamh75,trying to set up my mobile so i can update twitter on the go. It dont work 
142656,0,1881531402,Fri May 22 04:54:59 PDT 2009,NO_QUERY,Yusraa,hates reduit!!!! 
409236,0,2059597709,Sat Jun 06 17:15:14 PDT 2009,NO_QUERY,munchkini,Now have a lump the size of gibralter on my forehead cause I walloped my head in work today 
513671,0,2190443346,Tue Jun 16 02:44:45 PDT 2009,NO_QUERY,riquinlan,Last night in Waikiki and we're pooped and sad to be leaving Oahu 
317897,0,2002705224,Tue Jun 02 04:57:10 PDT 2009,NO_QUERY,jamesholden,"@doctorow: Agreed, UK business make it up as they go along. I've just had the old &quot;Your consumer rights are no match for our store rules&quot; "
612282,0,2224909581,Thu Jun 18 10:04:50 PDT 2009,NO_QUERY,KevinJonasTeam,Vivement le retour de ma voix...I miss singing 
429940,0,2064230683,Sun Jun 07 05:39:07 PDT 2009,NO_QUERY,CroakingCount,smoked 4 over finishing the website ... too much ... damn  4 / 7 / 94
416281,0,2061270271,Sat Jun 06 20:31:20 PDT 2009,NO_QUERY,watsonkyle,tired.iritated.hungry.=GRUMPY   all things I should never be.
215155,0,1975400940,Sat May 30 15:04:48 PDT 2009,NO_QUERY,Lisa__aw,@sophie_2 I loved the bit where they did the buzzers with their heads! Their Genious! Im good how are you? No not yet  but i will get one!
654057,0,2239216074,Fri Jun 19 08:16:15 PDT 2009,NO_QUERY,jeromehans,Leaving the gym. All swoll and aching lol. Off to another 10 hour work day 
507657,0,2188955909,Mon Jun 15 22:55:34 PDT 2009,NO_QUERY,Helene_Skjellum,"I had the moust amazing weekend, what happend to the spirit?... oh right! Work!! "
308701,0,2000736734,Mon Jun 01 22:49:54 PDT 2009,NO_QUERY,viridianmama,Trying to wean aleric off the binkie. So far it is not going well  
591209,0,2217583846,Wed Jun 17 21:04:46 PDT 2009,NO_QUERY,Wolfgang_,@Shitizen I'm not fat. 
198117,0,1971150117,Sat May 30 06:21:18 PDT 2009,NO_QUERY,fetishlilfun,departing boston...goodbye beantown 
700862,0,2254891393,Sat Jun 20 10:26:36 PDT 2009,NO_QUERY,ChristinePAS,Taking the train to rotations was too good to be true.  Awful schedule = I drive.    Bummer.
75145,0,1695055557,Mon May 04 05:03:37 PDT 2009,NO_QUERY,njones42,Didn't win our eBay item. 
123603,0,1833940765,Mon May 18 01:01:16 PDT 2009,NO_QUERY,lisa_keogh,I kept waking up last night thinking there were spiders crawling all over me! yuck! only got about 3 hours sleep! 
311917,0,2001405997,Tue Jun 02 00:46:47 PDT 2009,NO_QUERY,DeannaRae22,I can't figure this thing out!!???? help 
675728,0,2248185374,Fri Jun 19 20:13:53 PDT 2009,NO_QUERY,surgebreaker,@chicadealeah - I am very sorry for your loss.  What happened though? How'd it get so bad?
284349,0,1993200121,Mon Jun 01 09:59:42 PDT 2009,NO_QUERY,Lyraaa,Why is it so cold on the first day of summer? I'm freezing.. 
749339,0,2285011426,Mon Jun 22 14:35:46 PDT 2009,NO_QUERY,local_x_celeb,Plastic Chairs make my butt hurt!  lol!!!!
304367,0,1999723128,Mon Jun 01 20:42:28 PDT 2009,NO_QUERY,tartarz,trying to sleep. i have the flu &amp; i feel horrible!! 
87321,0,1754425412,Sun May 10 06:13:39 PDT 2009,NO_QUERY,KKOB,@davethorne yeah got back just after 11 this morning. Was hell to get up at 9 after goin to bed at 3 
169005,0,1962391924,Fri May 29 10:58:34 PDT 2009,NO_QUERY,leehong2511,@bernadinee thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here 
510827,0,2189747652,Tue Jun 16 00:48:18 PDT 2009,NO_QUERY,rockstarlivy,ummmm rip to micheal (jasmine step dad) 
772992,0,2303019502,Tue Jun 23 17:37:01 PDT 2009,NO_QUERY,jbelkins,everyone is hating on jon and kate!! I feel bad for them and their kids 
588424,0,2216642733,Wed Jun 17 19:46:24 PDT 2009,NO_QUERY,fanofbsb4ever,@wondercast  I like free I'll do free
57545,0,1685687994,Sun May 03 01:34:15 PDT 2009,NO_QUERY,RefaLdi,is very tired . 
603754,0,2221745073,Thu Jun 18 05:56:06 PDT 2009,NO_QUERY,pixiepea,@batt_mann i won't fancy you then tho... 
152882,0,1932840293,Tue May 26 22:20:37 PDT 2009,NO_QUERY,RDusenberry,"sorry i keep changing the name, it's too bad that it's too long "
666964,0,2245458492,Fri Jun 19 16:09:41 PDT 2009,NO_QUERY,pardonmyzinger,"Hmm Adam Lambert's new/actually old song sounds like The Bangles. Come on, make some new rockin' hits! "
750446,0,2285638323,Mon Jun 22 15:23:09 PDT 2009,NO_QUERY,vivanatalia,@MoniqueCarmen you were a mini jetsetter! they don't give pins anymore. 
199485,0,1971449848,Sat May 30 07:08:24 PDT 2009,NO_QUERY,cobracadeMEL,"having a discussion about which decade provided us with the best music. I say the 80's, but everyone else seems to be disagreeing with me "
519604,0,2191847798,Tue Jun 16 06:04:37 PDT 2009,NO_QUERY,Moonflowerchild,"On the bus now, metal trim on back seat is hot as fuck! Burned my thigh  The bus &amp; 3™ WANK!"
597111,0,2219185605,Wed Jun 17 23:59:05 PDT 2009,NO_QUERY,skittle_rain,I WANT TO CRY 
527315,0,2194604140,Tue Jun 16 10:01:02 PDT 2009,NO_QUERY,jacobsonfloral,RedSox Flower (#15798) will be out of stock the rest of the year. Remaking to conform to new laws &amp; will not be in time for this season. 
176412,0,1965331688,Fri May 29 15:43:57 PDT 2009,NO_QUERY,gooeychicken,"@mollyissogyo I made room...I don't have a bed from how much room I made and now I'm outta space for sure lol, and I know I'm pathetic "
34829,0,1564959309,Mon Apr 20 05:29:09 PDT 2009,NO_QUERY,weisenly,"Years ago, we are SUN and Oracle's customers, now we have only one supplier, that is Oracle. "
618074,0,2227383016,Thu Jun 18 13:07:39 PDT 2009,NO_QUERY,Jessica_87649,Do any affiliate programs give you all the keys to success?  go http://bit.ly/9Cbc3Q :]Moving out and leaving Wallace 
515974,0,2190960130,Tue Jun 16 04:10:47 PDT 2009,NO_QUERY,yankeeschica, Not happy about having to drive mom's car for the next couple of days till my car gets worked on.
288344,0,1994548013,Mon Jun 01 12:05:18 PDT 2009,NO_QUERY,41y5544,"ahhggg i have to paint today, i'm so tired and sick of everything, and Maegan's not coming over to help me 'till laterrrrr "
500520,0,2186875804,Mon Jun 15 19:27:52 PDT 2009,NO_QUERY,marlaerwin,@TrespassersWill I'll probably drop by late then; trying to squeeze in way too much tomorrow before my 1pm flight 
236104,0,1979913035,Sun May 31 05:00:12 PDT 2009,NO_QUERY,pearlbones,i do not own summery clothes!     annoying.
677740,0,2248775566,Fri Jun 19 21:09:54 PDT 2009,NO_QUERY,thepurpleblug,Crappy day for my blog.... all the visits have been from a review I did a million years ago... Terrible 
330221,0,2012028993,Tue Jun 02 19:57:22 PDT 2009,NO_QUERY,MrsAlmond,"Daddy is on his way to the airport, Mommy is already missing him "
63035,0,1687363976,Sun May 03 08:30:03 PDT 2009,NO_QUERY,maimunaibrahim,german coursework...ugh 
